steps,avg_rewards,episode_step,episode_head,eps_list,episode_loss,q_record,episode_reward,episode_times,episode_relative_times,eval_rewards,highest_eval_score,eval_stds,eval_steps
408889,0.13,2045,2,0.64571266,0.00019781175011369725,0.5430768728256226,0,20.75967025756836,3865.9321331977844,,,,
410933,0.14,2044,1,0.6436886050000001,0.0002423798931923644,0.5474989414215088,1,20.5618097782135,3919.623075246811,,,,
412978,0.15,2045,8,0.6416645500000001,0.00022214158672511367,0.5536310076713562,1,20.434239149093628,3940.0797641277313,,,,
415021,0.16,2043,1,0.6396409900000001,0.00021927735296335438,0.5540228486061096,1,21.192338943481445,3961.33331990242,,,,
417066,0.16,2045,2,0.6376174300000002,0.0001980948964438111,0.5537567734718323,0,20.434784412384033,3981.789737701416,,,,
419107,0.17,2041,2,0.63559486,0.0001940392073113111,0.5535340309143066,1,20.586732149124146,4002.423568248749,,,,
421155,0.17,2048,8,0.6335708050000001,0.0002185032926560224,0.5606498122215271,0,20.404683351516724,4022.850207567215,,,,
423199,0.18,2044,1,0.6315452650000001,0.00017349515690558978,0.5665062069892883,1,20.43572425842285,4043.3341307640076,,,,
425242,0.18,2043,2,0.6295222000000001,0.00019476323795749036,0.5664708614349365,0,20.481486797332764,4063.840086698532,,,,
427284,0.18,2042,2,0.6275001250000001,0.0001776269767506054,0.5665636658668518,0,20.618860006332397,4084.751133918762,,,,
429332,0.18,2048,6,0.6254755750000001,0.00023845194853322482,0.566595196723938,0,20.608176469802856,4105.400906562805,,,,
431377,0.18,2045,0,0.6234495400000001,0.00018464327486145024,0.5745854377746582,0,22.28616762161255,4127.711552858353,,,,
433425,0.18,2048,0,0.6214235050000001,0.0001774484835984759,0.5780919790267944,0,22.331911087036133,4150.091063261032,,,,
435467,0.2,2042,0,0.619398955,0.00023559567523588986,0.5783403515815735,2,21.36143684387207,4171.476102352142,,,,
437510,0.21,2043,3,0.6173768800000001,0.00019835973623991309,0.5778457522392273,1,21.667253255844116,4193.188140630722,,,,
439555,0.21,2045,2,0.61535332,0.00017380404765416965,0.578171968460083,0,27.417978763580322,4220.63422036171,,,,
441601,0.21,2046,7,0.613328275,0.00020853454310475346,0.5900936722755432,0,23.242658138275146,4243.938052654266,,,,
443649,0.21,2048,6,0.6113017450000001,0.00021796803443407955,0.5933103561401367,0,23.156673908233643,4267.149933815002,,,,
445696,0.22,2047,0,0.60927472,0.00015933419043455565,0.5928734540939331,1,22.238287210464478,4289.412050008774,,,,
447737,0.21,2041,6,0.60725116,0.00020156216719432546,0.5930166244506836,0,38.194193840026855,4327.660967350006,,,,
449779,0.21,2042,1,0.6052300750000001,0.000189027060601279,0.5931857228279114,0,29.466654777526855,4357.169305562973,,,,
451824,0.21,2045,4,0.6032070100000001,0.0002467331923341476,0.6051148176193237,0,29.41150951385498,4386.644699573517,,,,
453866,0.22,2042,1,0.601183945,0.00018534530884614048,0.6070131063461304,1,29.29397964477539,4416.310569286346,,,,
455914,0.23,2048,4,0.5991593950000002,0.00024042441966937785,0.6072925925254822,1,30.12311100959778,4446.491776227951,,,,
457958,0.24,2044,8,0.597133855,0.00021858908014650333,0.6074873208999634,1,30.15360975265503,4476.683388710022,,,,
460004,0.25,2046,3,0.595109305,0.00023823582142452123,0.6068568229675293,1,31.55507755279541,4508.281528234482,,,,
462051,0.25,2047,7,0.5930832700000002,0.0001915709776802079,0.6181429028511047,0,28.699475288391113,4594.696870803833,,,,
