steps,avg_rewards,episode_step,episode_head,eps_list,episode_loss,q_record,episode_reward,episode_times,episode_relative_times,eval_rewards,highest_eval_score,eval_stds,eval_steps
128903,237.93,668,3,0.9222171850000002,0.008904335676681273,0.8892995715141296,336,6.703602313995361,862.4302659034729,,,,
129604,238.35,701,7,0.92153953,0.007617425506469597,0.8710565567016602,231,7.011913776397705,869.4493381977081,,,,
130202,238.77,598,0,0.9208965250000002,0.008804249263593043,0.9231863617897034,252,5.991204023361206,875.4475293159485,,,,
130723,238.77,521,7,0.9203426200000001,0.010185731121221495,0.9415116906166077,189,5.208955526351929,880.6645345687866,,,,
131334,239.19,611,2,0.9197822800000002,0.00963793812918537,0.9119865298271179,189,6.130423307418823,886.8029174804688,,,,
131927,238.98,593,4,0.9191863000000001,0.010444977548798091,0.9423242807388306,252,5.917863845825195,892.7349872589111,,,,
132445,237.93,518,4,0.9186363550000001,0.009911304685430458,0.9221932291984558,231,5.090588092803955,897.8326365947723,,,,
133113,240.24,668,6,0.9180492849999999,0.009605640017861874,0.962931215763092,336,6.595389366149902,904.4350996017456,,,,
133635,241.71,522,8,0.9174602350000002,0.009364394540848753,0.9130279421806335,294,5.186328887939453,909.6295065879822,,,,
134262,241.29,627,5,0.9168914800000002,0.009451863011261231,0.9186936020851135,315,6.249968528747559,915.8868849277496,,,,
134909,242.13,647,8,0.9162608500000001,0.009269856460210746,0.9222536683082581,273,6.548597097396851,922.4444446563721,,,,
135242,241.5,333,5,0.9157757500000001,0.008595898214847951,0.9379440546035767,126,3.3718411922454834,925.8233389854431,,,,
135757,240.87,515,1,0.9153559900000001,0.009135229534858198,0.9734897017478943,189,5.288640737533569,931.119487285614,,,,
136251,240.45,494,7,0.9148565350000002,0.010106439272885303,0.899558424949646,189,4.897214412689209,936.0230412483215,,,,
136847,241.29,596,8,0.914316985,0.009193636732438813,0.9942803382873535,273,5.984379053115845,942.0148494243622,,,,
137517,242.55,670,6,0.9136903150000001,0.00984086289426876,0.9379490613937378,210,6.669644117355347,948.692583322525,,,,
138139,244.02,622,3,0.9130507750000001,0.009580544143953564,0.9274219274520874,336,6.299393177032471,954.999133348465,,,,
138940,245.7,801,8,0.9123463900000002,0.00933406356740264,0.9318081140518188,420,8.196904420852661,963.2042813301086,,,,
139437,242.97,497,6,0.9117038800000001,0.008154680366337042,0.9387949705123901,168,5.026024341583252,968.2396202087402,,,,
139971,242.55,534,5,0.9111935350000001,0.00947998630702021,0.9359804391860962,273,5.376206398010254,973.6224436759949,,,,
140531,243.81,560,1,0.910652005,0.009195404242916358,0.942858874797821,357,5.6188530921936035,979.2498834133148,,,,
141192,245.91,661,1,0.9100476100000001,0.009045522455043451,0.9922246336936951,399,6.74627685546875,986.0031776428223,,,,
141833,246.33,641,1,0.9094031200000001,0.008244166003391406,1.0142567157745361,252,6.375635862350464,992.3872063159943,,,,
142378,247.17,545,3,0.9088160500000001,0.010914443423412286,0.9642238616943359,273,5.54689359664917,997.9419002532959,,,,
143054,249.27,676,6,0.9082116550000001,0.009596723271595078,1.0034247636795044,441,6.869960069656372,1004.8203592300415,,,,
